file,url,boxes,is_primary,Is there a face?,Hard to spot?,Accident or design?,Emotion?,Person or creature?,Gender?,Amusing?,Common?,Flags,num_boxes,train,split
000006849.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006849.jpg,"[[120.554, 77.296, 198.56, 314.15]]",[True],Yes,Hard,Accident,Neutral,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2
000008100.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008100.jpg,"[[181, 203, 134, 139]]",[True],Yes,Medium,Accident,Sad,Robot,Neutral,No,Uncommon,,1,False,0
000011912.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011912.jpg,"[[320, 127, 115, 96]]",[True],Yes,Easy,Design,Happy,Animal,Neutral,Yes,Uncommon,,1,True,2
000006290.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006290.jpg,"[[192.177, 129.773, 192.887, 93.607]]",[True],Yes,Hard,Accident,Sad,Alien,Neutral,Somewhat,Uncommon,,1,False,1
000017707.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017707.jpg,"[[189, 161, 92, 84]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,0
000017422.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017422.jpg,"[[160, 158, 238, 215]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Uncommon,['Interesting'],1,True,0
000021951.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000021951.jpg,"[[241, 188, 94, 116]]",[True],Yes,Medium,Accident,Neutral,Alien,Neutral,No,Uncommon,,1,False,1
000011355.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011355.jpg,"[[164, 156, 174, 172]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,0
000025967.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025967.jpg,"[[233, 166, 66, 105]]",[True],Yes,Hard,Accident,Neutral,Alien,Neutral,No,Uncommon,,1,True,0
000021938.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000021938.jpg,"[[157, 294, 113, 117], [275, 261, 80, 99]]","[True, False]",Several,Medium,Accident,Surprised,Robot,Neutral,No,Uncommon,,2,True,1
000018305.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018305.jpg,"[[171, 127, 177, 198]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Neutral,Somewhat,Somewhat,,1,True,1
000006077.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006077.jpg,"[[251.745, 160.266, 249.618, 180.831]]",[True],Yes,Easy,Design,Happy,Animal,Neutral,No,Common,,1,True,1
000005117.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005117.jpg,"[[215.579, 228.343, 84.388, 91.48]]",[True],Yes,Hard,Accident,Scared,Human-Old,Neutral,Somewhat,Uncommon,['Interesting'],1,False,2
000007954.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007954.jpg,"[[73, 252, 50, 38], [118, 363, 55, 38], [59, 359, 41, 39], [6, 164, 53, 48], [79, 155, 63, 38], [181, 164, 60, 43], [267, 308, 43, 40], [52, 304, 54, 38], [141.828, 209.197, 78.715, 58.149]]","[False, False, False, False, False, False, False, False, True]",Yes,Easy,Accident,Angry,Human-Adult,Neutral,Yes,Uncommon,['Interesting'],9,True,3
000003370.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003370.jpg,"[[256, 140, 88, 121]]",[True],Yes,Easy,Accident,Neutral,Human-Old,Male,No,Common,['Duplicate'],1,False,0
000000477.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000477.jpg,"[[189, 245, 150, 97]]",[True],Yes,Easy,Accident,Happy,Robot,Neutral,No,Somewhat,,1,True,0
000002088.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000002088.jpg,"[[39, 138, 132, 162]]",[True],Yes,Medium,Accident,Neutral,Alien,Neutral,Somewhat,Somewhat,,1,True,1
000007296.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007296.jpg,"[[87.934, 124.809, 180.121, 137.573]]",[True],Yes,Hard,Accident,Happy,Human-Adult,Neutral,Somewhat,Uncommon,['Interesting'],1,False,3
000023787.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000023787.jpg,"[[89, 126, 258, 247]]",[True],Yes,Easy,Accident,Neutral,Human-Adult,Male,No,Common,['Interesting'],1,True,2
000013548.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013548.jpg,"[[188, 180, 154, 140]]",[True],Yes,Hard,Accident,Happy,Animal,Neutral,No,Uncommon,,1,False,3
000027982.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027982.jpg,"[[167, 192, 189, 102]]",[True],Several,Easy,Design,Scared,Cartoon,Neutral,No,Common,,1,True,3
000011070.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011070.jpg,"[[122, 132, 264, 189]]",[True],Yes,Easy,Accident,Neutral,Robot,Neutral,No,Somewhat,,1,False,0
000015865.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015865.jpg,"[[304, 267, 124, 94]]",[True],Yes,Easy,Accident,Happy,Robot,Neutral,Somewhat,Somewhat,,1,True,3
000019197.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000019197.jpg,"[[124, 196, 204, 279]]",[True],Yes,Hard,Accident,Happy,Robot,,No,Uncommon,,1,True,2
000014223.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014223.jpg,"[[151, 159, 201, 167]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,Somewhat,Uncommon,['Interesting'],1,False,0
000020377.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000020377.jpg,"[[149, 244, 87, 77]]",[True],Yes,Medium,Accident,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,False,2
000014966.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014966.jpg,"[[130, 271, 122, 98]]",[True],Yes,Easy,Accident,Happy,Robot,Neutral,No,,,1,True,0
000005827.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005827.jpg,"[[218.416, 107.789, 175.867, 223.38]]",[True],Yes,Medium,Accident,Angry,Human-Adult,Male,Somewhat,Uncommon,['Interesting'],1,True,0
000012285.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012285.jpg,"[[173, 170, 170, 137]]",[True],Yes,Easy,Design,Happy,Human-Adult,Male,No,Common,,1,True,3
000026263.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026263.jpg,"[[96, 112, 136, 145]]",[True],Yes,Hard,Accident,Happy,Alien,Neutral,No,Uncommon,,1,True,1
000006402.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006402.jpg,"[[151.756, 168.776, 204.233, 205.651]]",[True],Yes,Easy,Design,Happy,Human-Young,Neutral,Somewhat,Common,,1,True,3
000027880.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027880.jpg,"[[210, 171, 98, 141]]",[True],Yes,Easy,Accident,Neutral,Human-Old,Male,No,Common,['Interesting'],1,True,0
000005028.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005028.jpg,"[[80.133, 141.828, 302.803, 231.889]]",[True],Yes,Medium,Accident,Angry,Animal,Neutral,Yes,Uncommon,['Interesting'],1,True,3
000005811.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005811.jpg,"[[82.97, 121.263, 321.241, 287.912]]",[True],Yes,Easy,Accident,Happy,Human-Adult,Neutral,Somewhat,Common,['Interesting'],1,True,3
000006241.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006241.jpg,"[[168.066, 312.022, 107.79, 104.244]]",[True],Yes,Easy,Design,Happy,Animal,Neutral,Somewhat,Common,,1,False,3
000002761.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000002761.jpg,"[[246, 11, 156, 160]]",[True],Yes,Hard,Accident,Neutral,Animal,Neutral,No,Uncommon,,1,False,1
000006574.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006574.jpg,"[[87, 318, 75, 91], [171.612, 212.742, 115.59, 152.466]]","[False, True]",Yes,Easy,Design,Happy,Human-Adult,Female,Somewhat,Somewhat,['Interesting'],2,True,3
000027455.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027455.jpg,"[[20, 215, 155, 138], [172, 290, 130, 119], [149, 146, 115, 120]]","[True, False, False]",Yes,Easy,Design,Happy,Human-Young,Male,No,Uncommon,['Interesting'],3,True,1
000008850.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008850.jpg,"[[139, 150, 194, 210]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,No,Uncommon,,1,True,2
000005523.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005523.jpg,"[[145, 196, 109, 94], [259, 227, 116, 109], [203.524, 113.463, 118.426, 104.953]]","[False, False, True]",Yes,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Common,,3,True,2
000014308.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014308.jpg,"[[212, 155, 173, 162]]",[True],Yes,,Design,Neutral,Animal,Neutral,No,Uncommon,,1,True,1
000007611.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007611.jpg,"[[138.992, 136.864, 224.797, 240.399]]",[True],Yes,Easy,Design,Happy,Human-Young,Neutral,Somewhat,Common,,1,True,2
000009532.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009532.jpg,"[[21, 234, 57, 52]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,2
000017131.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017131.jpg,"[[226, 106, 66, 115]]",[True],Yes,Hard,Accident,Neutral,Human-Adult,Male,No,Uncommon,,1,True,0
000011572.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011572.jpg,"[[75, 217, 62, 116], [155, 176, 53, 104], [219, 217, 66, 97], [304, 118, 46, 88], [374, 218, 48, 90]]","[True, False, False, False, False]",Several,Easy,Design,Surprised,Other,Neutral,No,Somewhat,,5,False,3
000027687.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027687.jpg,"[[27, 193, 210, 160], [287, 240, 188, 150]]","[True, False]",Several,Easy,Design,Neutral,Other,Neutral,No,Common,,2,True,3
000006279.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006279.jpg,"[[191.468, 374.427, 127.646, 109.916]]",[True],Yes,Easy,Design,Happy,Animal,Neutral,No,Common,,1,True,1
000018026.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018026.jpg,"[[148, 123, 126, 112]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,3
000014827.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014827.jpg,"[[130, 162, 205, 159]]",[True],Yes,Hard,Accident,Neutral,Other,Neutral,No,Uncommon,,1,True,2
000011942.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011942.jpg,"[[157, 131, 178, 208]]",[True],Yes,Easy,Design,Happy,Animal,Neutral,Yes,Common,,1,True,0
000003850.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003850.jpg,"[[368, 262, 52, 38], [286, 239, 52, 31], [185, 263, 40, 33], [91, 285, 55, 36], [32, 248, 41, 18], [101, 213, 49, 9], [165, 196, 32, 37], [121, 122, 51, 61], [202, 125, 53, 51], [267, 119, 42, 35], [346, 121, 45, 33], [273, 191, 29, 19], [423, 230, 36, 14], [240, 325, 62, 58]]","[False, False, False, False, False, False, False, False, False, False, False, False, False, True]",Several,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],14,True,3
000003154.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003154.jpg,"[[198, 190, 165, 185]]",[True],Yes,Medium,Accident,Happy,Animal,Neutral,Somewhat,Uncommon,,1,True,2
000005994.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005994.jpg,"[[109.917, 135.446, 255.291, 195.014]]",[True],Yes,Medium,Design,Neutral,Animal,Neutral,No,Common,,1,True,2
000015602.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015602.jpg,"[[185, 192, 224, 224], [139, 26, 125, 121]]","[True, False]",Yes,Easy,Design,Happy,Other,Neutral,No,Common,,2,True,2
000001284.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000001284.jpg,"[[150, 217, 137, 136]]",[True],Yes,Easy,Accident,Happy,Robot,Neutral,No,Somewhat,,1,False,2
000005833.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005833.jpg,"[[122, 123, 166, 234]]",[True],Yes,Easy,Accident,Neutral,Human-Adult,Male,No,Common,['Interesting'],1,True,1
000009046.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009046.jpg,"[[145, 169, 262, 286]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],1,True,0
000006896.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006896.jpg,"[[205, 12, 179, 500]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],1,False,1
000009437.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009437.jpg,"[[174, 186, 237, 98]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Male,No,Common,['Interesting'],1,False,2
000010207.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010207.jpg,"[[148, 136, 208, 200]]",[True],Yes,Easy,Design,Happy,Human-Young,Female,No,Common,,1,False,3
000007446.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007446.jpg,"[[116.299, 116.299, 143.956, 188.632]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,No,Somewhat,['Interesting'],1,True,2
000027102.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027102.jpg,"[[343, 195, 132, 114], [20, 154, 221, 179]]","[False, True]",Yes,Easy,Design,Sad,Cartoon,Neutral,No,Uncommon,['Interesting'],2,True,1
000026071.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026071.jpg,"[[52, 246, 81, 82], [153, 246, 74, 71], [259, 255, 75, 67]]","[True, False, False]",Several,Easy,Design,Happy,Human-Adult,Male,Somewhat,Common,,3,True,3
000006083.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006083.jpg,"[[115.59, 186.504, 298.549, 199.269]]",[True],Yes,Medium,Accident,Angry,Robot,Neutral,Somewhat,Uncommon,['Interesting'],1,False,1
000024134.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024134.jpg,"[[176, 177, 162, 179]]",[True],Yes,Hard,Accident,Neutral,Animal,Neutral,No,Uncommon,,1,True,1
000005042.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005042.jpg,"[[146.083, 268.055, 205.651, 206.361]]",[True],Yes,Easy,Design,Happy,Human-Young,Neutral,Yes,Common,['Interesting'],1,True,1
000001992.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000001992.jpg,"[[193, 196, 91, 174]]",[True],Yes,Hard,Accident,Happy,Human-Adult,Male,No,Uncommon,,1,True,3
000005250.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005250.jpg,"[[152, 183, 205, 181]]",[True],Yes,Medium,Accident,Angry,Cartoon,Neutral,Somewhat,Uncommon,['Interesting'],1,True,0
000014950.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014950.jpg,"[[114, 126, 293, 353]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Common,,1,True,0
000020982.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000020982.jpg,"[[69, 120, 341, 267]]",[True],Yes,Easy,Design,Neutral,Other,Neutral,No,Common,,1,True,1
000025792.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025792.jpg,"[[268, 216, 171, 157]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,0
000005426.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005426.jpg,"[[300.676, 131.9, 68.077, 81.552]]",[True],Yes,Medium,Accident,Other,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,3
000002595.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000002595.jpg,"[[178, 266, 133, 237]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],1,True,0
000006883.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006883.jpg,"[[197, 285, 117, 114]]",[True],Yes,Hard,,Angry,Alien,Neutral,Somewhat,Uncommon,['Interesting'],1,False,2
000012958.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012958.jpg,"[[155, 197, 54, 36], [83, 49, 77, 55], [333, 7, 31, 57]]","[True, False, False]",Several,Easy,Design,Surprised,Other,Neutral,No,Common,,3,False,0
000021469.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000021469.jpg,"[[219, 143, 74, 70]]",[True],Yes,Hard,Accident,Surprised,Human-Old,Male,Somewhat,Uncommon,,1,False,0
000005126.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005126.jpg,"[[204.233, 383.645, 226.925, 107.79]]",[True],Yes,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Common,['Interesting'],1,True,3
000012349.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012349.jpg,"[[144, 165, 249, 235]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,2
000003449.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003449.jpg,"[[47, 153, 179, 193], [311, 164, 156, 164]]","[True, False]",Several,Easy,Design,Happy,Other,Neutral,No,Common,,2,True,0
000014021.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014021.jpg,"[[0, 136, 101, 170], [414, 126, 98, 166], [168, 129, 137, 164]]","[False, False, True]",Several,Easy,Design,Happy,Human-Young,Male,Somewhat,Uncommon,['Interesting'],3,True,1
000000120.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000120.jpg,"[[185, 124, 161, 202]]",[True],Yes,Medium,Accident,Neutral,Human-Adult,Neutral,No,Uncommon,,1,True,0
000005163.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005163.jpg,"[[134.737, 149.629, 226.925, 234.726]]",[True],Yes,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Common,['Interesting'],1,True,0
000018377.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018377.jpg,"[[175, 252, 58, 66]]",[True],Yes,Medium,Accident,Scared,Robot,Neutral,No,Uncommon,,1,True,0
000006086.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006086.jpg,"[[102.825, 113.463, 311.314, 331.169]]",[True],Yes,Easy,Design,Happy,Human-Young,Male,Somewhat,Common,,1,True,1
000016626.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016626.jpg,"[[113, 68, 194, 156]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,False,3
000006172.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006172.jpg,"[[15.601, 141.828, 216.997, 208.488]]",[True],Yes,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Common,,1,True,3
000026991.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026991.jpg,"[[145, 252, 146, 186]]",[True],Yes,Medium,Accident,Scared,Human-Old,Male,No,Uncommon,,1,True,2
000003039.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003039.jpg,"[[168, 142, 155, 207]]",[True],Yes,Medium,Accident,Neutral,Robot,Neutral,No,Common,,1,True,1
000005740.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005740.jpg,"[[90, 141, 88, 80], [112, 249, 85, 96], [192, 368, 87, 67], [100, 428, 81, 56], [283, 416, 79, 70], [327, 322, 82, 79], [343, 76, 101, 96], [202, 51, 110, 100], [238.981, 194.305, 90.061, 101.407]]","[False, False, False, False, False, False, False, False, True]",Yes,Easy,Design,Neutral,Cartoon,Neutral,Somewhat,Common,,9,True,1
000023280.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000023280.jpg,"[[51, 139, 175, 271]]",[True],Yes,,Accident,Neutral,Human-Adult,Male,No,Uncommon,,1,True,3
000017090.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017090.jpg,"[[149, 279, 227, 114]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Somewhat,,1,True,3
000026656.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026656.jpg,"[[41, 34, 443, 443]]",[True],Yes,Easy,Design,Neutral,Other,Neutral,No,Common,,1,False,0
000007344.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007344.jpg,"[[185, 112, 137, 223]]",[True],Yes,Hard,Accident,Sad,Human-Adult,Male,No,Uncommon,,1,True,3
000010630.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010630.jpg,"[[91, 11, 193, 358]]",[True],Yes,Hard,Accident,Scared,Robot,Neutral,No,Uncommon,,1,True,1
000021216.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000021216.jpg,"[[130, 67, 281, 366]]",[True],Yes,Easy,Accident,Neutral,Other,Neutral,No,Common,['Interesting'],1,True,2
000008910.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008910.jpg,"[[46, 93, 353, 324]]",[True],Yes,Easy,Design,Neutral,Other,Neutral,No,Common,,1,False,0
000005405.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005405.jpg,"[[123.391, 219.834, 307.767, 241.108]]",[True],Yes,Easy,Design,Happy,Animal,Neutral,Somewhat,Common,['Interesting'],1,True,0
000018607.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018607.jpg,"[[154, 174, 184, 140]]",[True],Yes,Medium,Accident,Neutral,Other,Neutral,No,Uncommon,,1,True,1
000011878.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011878.jpg,"[[205, 111, 130, 154]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Uncommon,['Interesting'],1,True,2
000005248.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005248.jpg,"[[145, 65, 113, 127]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,0
000010128.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010128.jpg,"[[169, 154, 186, 143]]",[True],Yes,Medium,Accident,Neutral,Other,Neutral,No,Uncommon,,1,True,0
000007428.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007428.jpg,"[[203, 193, 160, 202]]",[True],Yes,Hard,Accident,Neutral,Animal,Neutral,No,Uncommon,,1,True,3
000015077.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015077.jpg,"[[211, 141, 73, 98]]",[True],Yes,Medium,Design,Neutral,Human-Adult,Female,No,Uncommon,,1,True,2
000026796.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026796.jpg,"[[219, 270, 213, 125]]",[True],Yes,Hard,Accident,Neutral,Other,Neutral,No,Uncommon,,1,True,1
000007649.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007649.jpg,"[[152.465, 171.612, 176.577, 203.524]]",[True],Yes,Medium,Accident,Surprised,Cartoon,Neutral,Somewhat,Uncommon,['Interesting'],1,True,1
000007014.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007014.jpg,"[[132.609, 137.573, 172.322, 274.438]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2
000001448.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000001448.jpg,"[[171, 346, 178, 159]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Uncommon,['Interesting'],1,True,2
000007159.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007159.jpg,"[[174.449, 161.684, 252.454, 227.635]]",[True],Yes,Hard,Accident,Angry,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,1
000024780.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024780.jpg,"[[222, 136, 147, 296]]",[True],Yes,Easy,Accident,Neutral,Animal,Neutral,No,Common,['Interesting'],1,True,1
000026186.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026186.jpg,"[[153, 140, 238, 181]]",[True],Yes,Medium,Accident,Scared,Alien,Neutral,No,Uncommon,,1,True,0
000005804.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005804.jpg,"[[60.277, 102.825, 309.895, 347.48]]",[True],Yes,Easy,Accident,Surprised,Human-Adult,Neutral,Yes,Uncommon,['Interesting'],1,False,0
000005136.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005136.jpg,"[[131.9, 129.064, 285.075, 243.944]]",[True],Yes,Easy,Design,Neutral,Human-Young,Female,Somewhat,Somewhat,['Interesting'],1,True,0
000026759.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000026759.jpg,"[[116, 172, 103, 124]]",[True],Yes,Hard,Accident,Neutral,Other,Neutral,No,Uncommon,,1,True,1
000022776.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022776.jpg,"[[119, 130, 287, 259]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,1
000016808.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016808.jpg,"[[200, 253, 66, 54]]",[True],Yes,Medium,Accident,Neutral,Robot,Neutral,No,Uncommon,,1,True,0
000022456.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022456.jpg,"[[192, 171, 128, 147]]",[True],Yes,Easy,Design,Happy,Animal,Neutral,No,Common,,1,True,0
000000240.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000240.jpg,"[[197, 139, 65, 77], [288, 316, 51, 50], [61, 261, 111, 55]]","[True, False, False]",Several,Easy,Design,Sad,Other,Neutral,No,Common,,3,True,2
